id_venda,id_cliente,id_produto,quantidade,data_venda
V3325,C0370,P0899,2,2024-12-07
V3326,C0318,P0604,1,2025-02-09
V3327,C0528,P1687,6,2024-08-15
V3328,C0129,P0380,1,2024-01-25
V3329,C0578,P0427,5,2024-02-26
V3330,C0743,P1280,8,2024-03-06
V3331,C0230,P1019,7,2024-11-06
V3332,C0479,P0317,2,2024-04-12
V3333,C0760,P0017,2,2024-01-29
V3334,C0163,P1792,1,2025-04-08
V3335,C0987,P1710,6,2024-02-20
V3336,C0188,P0155,9,2025-02-02
V3337,C0065,P1300,7,2024-11-20
V3338,C0676,P0648,10,2024-02-29
V3339,C0306,P0357,7,2025-02-13
V3340,C0873,P1333,3,2024-06-04
V3341,C0144,P1330,9,2024-02-14
V3342,C0905,P0369,6,2025-04-30
V3343,C0605,P0637,9,2024-11-24
V3344,C0139,P0486,4,2025-04-04
V3345,C0013,P1548,3,2024-12-15
V3346,C0746,P1602,1,2025-01-10
V3347,C0475,P0982,10,2024-08-11
V3348,C0920,P1872,1,2024-08-12
V3349,C0590,P0212,9,2024-04-16
V3350,C0244,P0551,10,2024-06-20
V3351,C0567,P0312,2,2024-12-14
V3352,C0667,P0272,8,2024-06-06
V3353,C0039,P1262,8,2025-01-23
V3354,C0462,P0858,6,2024-05-15
V3355,C0082,P0747,5,2024-02-08
V3356,C0866,P0193,3,2024-11-27
V3357,C0744,P1191,10,2025-03-26
V3358,C0521,P1142,8,2024-11-14
V3359,C0336,P1624,9,2025-01-30
V3360,C0311,P0562,5,2024-03-09
V3361,C0124,P0836,10,2024-01-15
V3362,C0372,P0161,4,2024-08-01
V3363,C0710,P0504,6,2024-02-21
V3364,C0991,P0164,8,2024-03-31
V3365,C0330,P0120,7,2024-07-26
V3366,C0779,P0184,3,2025-03-21
V3367,C0119,P0090,8,2025-02-14
V3368,C0467,P0738,6,2024-01-08
V3369,C0933,P1206,6,2025-02-11
V3370,C0402,P1985,7,2025-02-10
V3371,C0363,P0456,3,2024-09-30
V3372,C0091,P0161,4,2025-01-09
V3373,C0178,P1801,4,2025-04-05
V3374,C0566,P0752,7,2024-05-18
V3375,C0421,P0612,3,2024-12-20
V3376,C0630,P1620,1,2024-08-26
V3377,C0742,P0521,3,2024-07-02
V3378,C0546,P1137,9,2024-01-13
V3379,C0493,P1576,6,2024-09-24
V3380,C0121,P0168,2,2024-07-25
V3381,C0827,P1280,1,2024-09-27
V3382,C0865,P1669,10,2024-02-24
V3383,C0327,P0881,3,2024-09-09
V3384,C0480,P0557,10,2024-03-09
V3385,C0446,P0060,5,2024-08-09
V3386,C0728,P0633,2,2024-09-06
V3387,C0362,P0824,4,2024-05-07
V3388,C0696,P1295,9,2025-04-24
V3389,C0821,P1018,3,2024-11-19
V3390,C0366,P1077,10,2025-03-10
V3391,C0101,P1227,7,2025-04-25
V3392,C0721,P1354,2,2024-09-17
V3393,C0767,P0213,9,2024-10-04
V3394,C0747,P1186,1,2024-05-04
V3395,C0897,P1924,5,2024-05-23
V3396,C0614,P1827,2,2024-08-12
V3397,C0448,P0736,5,2024-06-30
V3398,C0778,P1934,4,2025-05-29
V3399,C0900,P1932,7,2025-04-30
V3400,C0650,P1043,2,2024-06-07
V3401,C0511,P1975,9,2024-09-20
V3402,C0179,P1189,8,2025-02-12
V3403,C0679,P1269,4,2024-11-22
V3404,C0972,P0038,8,2024-11-26
V3405,C0092,P1341,6,2025-02-27
V3406,C0018,P1599,3,2024-10-30
V3407,C0653,P1026,6,2024-07-14
V3408,C0157,P0711,5,2024-07-06
V3409,C0174,P0206,2,2024-08-12
V3410,C0192,P1363,1,2025-03-12
V3411,C0382,P0478,1,2024-03-13
V3412,C0087,P1497,6,2024-02-04
V3413,C0036,P0733,1,2025-05-30
V3414,C0833,P0679,1,2024-03-14
V3415,C0975,P1517,10,2024-07-17
V3416,C0649,P1000,9,2025-02-12
V3417,C0862,P0943,10,2024-07-18
V3418,C0926,P0813,2,2024-12-31
V3419,C0114,P0651,6,2024-08-11
V3420,C0248,P0947,3,2024-04-27
V3421,C0864,P1161,9,2024-11-23
V3422,C0716,P0561,5,2025-01-04
V3423,C0849,P1263,5,2024-01-31
V3424,C0732,P1470,6,2024-01-24
V3425,C0791,P1880,9,2024-06-07
V3426,C0251,P0038,4,2024-09-07
V3427,C0154,P0441,7,2024-10-15
V3428,C0175,P1571,3,2024-08-09
V3429,C0894,P1357,1,2024-03-04
V3430,C0672,P0673,10,2024-09-11
V3431,C0267,P1593,5,2024-05-15
V3432,C0839,P1409,10,2024-10-10
V3433,C0870,P0426,2,2024-07-03
V3434,C0164,P1078,6,2024-09-15
V3435,C0580,P0483,1,2024-11-28
V3436,C0416,P0027,5,2024-04-29
V3437,C0043,P1632,5,2024-04-01
V3438,C0268,P0732,9,2025-05-26
V3439,C0423,P1616,6,2024-03-26
V3440,C0832,P0891,4,2024-08-27
V3441,C0345,P0157,10,2024-12-16
V3442,C0899,P1458,8,2024-08-15
V3443,C0708,P0270,7,2024-02-26
V3444,C0976,P0050,9,2024-07-16
V3445,C0548,P0176,1,2024-04-17
V3446,C0446,P1910,4,2024-09-21
V3447,C0886,P0306,3,2024-10-06
V3448,C0892,P1605,8,2024-10-21
V3449,C0786,P0210,9,2024-09-06
V3450,C0811,P1503,5,2025-03-19
V3451,C0032,P1361,6,2025-01-11
V3452,C0027,P0306,9,2025-05-09
V3453,C0436,P1593,4,2024-09-27
V3454,C0201,P0473,5,2024-11-13
V3455,C0224,P1329,4,2025-05-24
V3456,C0971,P0264,8,2024-04-19
V3457,C0903,P1754,9,2024-03-17
V3458,C0488,P1243,9,2024-03-29
V3459,C0623,P1995,5,2025-05-08
V3460,C0269,P0815,2,2024-06-30
V3461,C0272,P1253,1,2024-07-23
V3462,C0071,P0600,2,2024-02-28
V3463,C0900,P1785,10,2025-05-24
V3464,C0713,P0050,9,2024-10-27
V3465,C0704,P0065,4,2024-11-02
V3466,C0903,P1325,4,2024-03-21
V3467,C0362,P0621,9,2024-10-28
V3468,C0657,P0864,9,2024-11-12
V3469,C0360,P1528,7,2025-03-18
V3470,C0816,P0587,8,2024-09-25
V3471,C0808,P1218,8,2024-01-13
V3472,C0966,P1742,2,2024-03-26
V3473,C0387,P1786,2,2024-01-04
V3474,C0167,P1296,8,2024-01-16
V3475,C0290,P0341,2,2024-08-10
V3476,C0930,P1679,6,2024-10-06
V3477,C0916,P0565,2,2024-02-23
V3478,C0749,P1318,4,2024-07-01
V3479,C0295,P1236,7,2024-03-04
V3480,C0778,P0523,2,2024-04-09
V3481,C0001,P0081,6,2024-10-12
V3482,C0014,P0392,2,2024-07-31
V3483,C0282,P0052,5,2025-01-01
V3484,C0180,P0933,5,2024-05-26
V3485,C0138,P0157,6,2024-12-29
V3486,C0221,P0650,1,2024-04-28
V3487,C0188,P0073,4,2024-07-02
V3488,C0794,P0636,9,2024-12-16
V3489,C0963,P0700,3,2025-02-28
V3490,C0198,P1003,1,2024-04-03
V3491,C0457,P1795,5,2024-03-20
V3492,C0118,P1417,6,2025-05-28
V3493,C0189,P0242,1,2024-08-03
V3494,C0133,P0272,5,2024-07-09
V3495,C0503,P1130,10,2025-05-17
V3496,C0090,P0117,2,2024-08-25
V3497,C0917,P0187,5,2024-03-03
V3498,C0172,P0991,3,2024-10-07
V3499,C0960,P1521,8,2024-01-24
V3500,C0989,P1189,6,2025-05-16
V3501,C0314,P1947,5,2025-02-26
V3502,C0737,P1096,5,2025-01-24
V3503,C0152,P0263,1,2025-04-30
V3504,C0372,P1408,6,2024-10-04
V3505,C0991,P1974,9,2024-11-28
V3506,C0213,P0582,8,2024-12-21
V3507,C0015,P0789,6,2024-09-27
V3508,C0267,P0377,1,2024-09-06
V3509,C0313,P1430,9,2024-11-12
V3510,C0538,P1034,5,2024-09-25
V3511,C0013,P0909,5,2024-12-24
V3512,C0405,P0619,4,2024-10-05
V3513,C0020,P0230,2,2024-09-08
V3514,C0219,P0546,8,2024-07-07
V3515,C0032,P0539,1,2024-11-04
V3516,C0092,P1797,5,2024-11-11
V3517,C0383,P1636,1,2025-01-01
V3518,C0707,P1686,3,2025-01-30
V3519,C0491,P0226,9,2025-01-28
V3520,C0293,P0887,2,2024-07-22
V3521,C0623,P0811,6,2025-03-12
V3522,C0166,P0579,2,2024-11-10
V3523,C0421,P1448,7,2024-04-15
V3524,C0472,P1687,10,2024-05-08
V3525,C0115,P0694,2,2024-07-05
V3526,C0799,P0641,10,2025-05-23
V3527,C0376,P0970,5,2024-09-07
V3528,C0816,P0543,3,2025-03-19
V3529,C0724,P0502,6,2025-01-13
V3530,C0969,P1393,9,2025-04-19
V3531,C0150,P0992,2,2024-01-10
V3532,C0687,P0300,10,2025-05-11
V3533,C0631,P0315,3,2024-12-28
V3534,C0899,P1550,10,2024-05-19
V3535,C0710,P1862,5,2024-11-02
V3536,C0461,P0454,2,2024-09-26
V3537,C0299,P0815,10,2024-03-25
V3538,C0310,P0193,7,2025-04-12
V3539,C0982,P1295,7,2025-03-09
V3540,C0622,P0137,5,2024-06-04
V3541,C0965,P1513,6,2024-08-15
V3542,C0332,P1732,8,2025-01-26
V3543,C0458,P1306,1,2025-03-16
V3544,C0380,P1840,6,2024-10-05
V3545,C0411,P1852,4,2025-01-27
V3546,C0557,P0253,10,2025-03-19
V3547,C0989,P1030,10,2025-04-18
V3548,C0514,P0108,7,2024-11-14
V3549,C0626,P1385,5,2024-08-05
V3550,C0808,P0553,7,2024-07-31
V3551,C0259,P0750,2,2024-01-25
V3552,C0447,P1314,6,2024-09-16
V3553,C0547,P1064,9,2024-08-28
V3554,C0977,P1367,4,2024-08-18
V3555,C0475,P1733,3,2024-08-23
V3556,C0191,P1708,10,2024-12-03
V3557,C0786,P0738,3,2025-03-08
V3558,C0268,P0013,4,2024-01-07
V3559,C0603,P0953,8,2024-05-17
V3560,C0820,P1107,5,2025-03-14
V3561,C0968,P1005,9,2024-09-14
V3562,C0749,P0792,10,2024-10-23
V3563,C0827,P0615,2,2025-03-17
V3564,C0507,P1086,4,2024-12-18
V3565,C0348,P1495,8,2024-01-18
V3566,C0415,P1854,1,2025-01-02
V3567,C0892,P1589,3,2024-05-16
V3568,C0572,P0655,1,2024-09-09
V3569,C0286,P1818,3,2024-12-08
V3570,C0747,P1464,1,2024-10-03
V3571,C0614,P0568,2,2024-12-09
V3572,C0505,P0006,2,2025-05-18
V3573,C0709,P1911,1,2024-03-11
V3574,C0934,P1962,2,2024-01-30
V3575,C0616,P0034,6,2024-08-28
V3576,C0240,P1851,9,2024-09-21
V3577,C0739,P1613,2,2024-04-26
V3578,C0441,P1401,2,2024-06-24
V3579,C0463,P1140,9,2024-12-03
V3580,C0796,P1440,8,2025-03-06
V3581,C0502,P0310,1,2024-06-12
V3582,C0011,P1932,8,2025-04-24
V3583,C0796,P0841,7,2024-02-08
V3584,C0549,P0715,1,2024-04-07
V3585,C0113,P0958,3,2025-01-27
V3586,C0929,P1787,5,2025-01-08
V3587,C0372,P1019,9,2024-05-09
V3588,C0497,P0971,1,2025-03-25
V3589,C0087,P0446,9,2024-12-22
V3590,C0113,P1124,1,2025-04-05
V3591,C0412,P1969,3,2024-07-14
V3592,C0363,P1656,5,2024-03-20
V3593,C0488,P0298,10,2025-03-22
V3594,C0809,P0798,1,2024-06-28
V3595,C0862,P0484,4,2024-06-20
V3596,C0022,P1757,4,2024-07-21
V3597,C0130,P1865,3,2024-06-21
V3598,C0874,P0563,10,2024-11-22
V3599,C0111,P0768,3,2024-01-01
V3600,C0663,P0704,10,2024-02-06
V3601,C0601,P0136,5,2024-01-21
V3602,C0175,P0921,5,2024-10-15
V3603,C0622,P1221,6,2025-02-23
V3604,C0915,P0023,2,2024-06-24
V3605,C0420,P1728,9,2024-11-08
V3606,C0270,P0284,3,2024-06-30
V3607,C0494,P1664,5,2025-05-05
V3608,C0291,P1975,3,2024-05-04
V3609,C0685,P0902,4,2025-03-21
V3610,C0685,P1158,1,2025-04-30
V3611,C0401,P1721,5,2024-02-25
V3612,C0231,P0666,7,2024-03-16
V3613,C0143,P0314,10,2024-03-08
V3614,C0258,P1263,2,2025-03-14
V3615,C0908,P0172,9,2024-11-20
V3616,C0366,P0195,1,2024-10-04
V3617,C0371,P0964,10,2025-01-11
V3618,C0781,P0467,1,2024-11-25
V3619,C0425,P0204,2,2024-10-11
V3620,C0005,P0251,4,2024-02-09
V3621,C0069,P1005,6,2024-11-12
V3622,C0111,P0444,6,2025-02-21
V3623,C0843,P1514,9,2024-10-31
V3624,C0331,P0830,6,2024-12-15
V3625,C0548,P0485,3,2025-04-12
V3626,C0190,P1850,1,2025-01-09
V3627,C0147,P0991,10,2025-05-02
V3628,C0284,P0156,3,2025-02-10
V3629,C0931,P1057,10,2025-05-26
V3630,C0727,P0500,7,2024-01-01
V3631,C0483,P1715,9,2024-02-24
V3632,C0767,P1786,3,2024-05-01
V3633,C0032,P1139,3,2025-03-23
V3634,C0083,P1923,1,2024-05-24
V3635,C0766,P0407,8,2024-04-16
V3636,C0025,P1533,4,2024-09-10
V3637,C0871,P1135,6,2024-09-24
V3638,C0790,P0120,8,2024-06-15
V3639,C0669,P0986,6,2024-05-04
V3640,C0109,P0736,2,2024-09-18
V3641,C0765,P0869,8,2024-03-28
V3642,C0192,P1750,7,2024-02-05
V3643,C0360,P1611,5,2024-12-27
V3644,C0583,P1434,4,2025-01-30
V3645,C0474,P0671,4,2024-04-07
V3646,C0038,P0760,8,2024-05-11
V3647,C0555,P0726,8,2025-01-01
V3648,C0946,P0266,7,2024-08-18
V3649,C0886,P1016,1,2024-10-22
V3650,C0648,P1071,8,2025-04-07
V3651,C0960,P1470,5,2024-10-22
V3652,C0676,P1224,6,2025-01-13
V3653,C0553,P1542,8,2024-01-30
V3654,C0036,P0673,4,2025-05-07
V3655,C0391,P1177,4,2024-08-26
V3656,C0874,P0774,3,2024-04-29
V3657,C0912,P0481,5,2024-08-21
V3658,C0360,P0903,9,2025-02-14
V3659,C0113,P0272,10,2024-04-17
V3660,C0749,P0232,5,2024-11-10
V3661,C0342,P1317,9,2025-05-08
V3662,C0097,P0371,4,2024-12-14
V3663,C0383,P0368,3,2025-05-25
V3664,C0799,P1315,10,2024-04-19
V3665,C0226,P1487,3,2025-04-14
V3666,C0067,P0889,3,2025-01-26
V3667,C0004,P0882,1,2024-10-19
V3668,C0862,P1635,1,2024-10-02
V3669,C0975,P0040,4,2024-04-15
V3670,C0453,P0581,8,2024-08-03
V3671,C0611,P1924,4,2025-04-10
V3672,C0308,P1822,6,2024-03-25
V3673,C0717,P0520,8,2024-03-22
V3674,C0026,P0756,5,2024-07-07
V3675,C0689,P1243,6,2024-06-20
V3676,C0526,P1334,3,2024-05-02
V3677,C0928,P1417,8,2025-04-10
V3678,C0367,P1807,6,2025-04-16
V3679,C0311,P1332,9,2025-03-10
V3680,C0499,P1811,7,2024-03-24
V3681,C0813,P1790,7,2024-05-22
V3682,C0793,P1140,7,2024-02-03
V3683,C0367,P1717,8,2024-11-07
V3684,C0334,P0324,8,2024-05-24
V3685,C0325,P0361,9,2024-03-25
V3686,C0427,P1761,1,2024-03-21
V3687,C0409,P0286,6,2024-09-09
V3688,C0413,P0810,2,2024-04-03
V3689,C0008,P0309,4,2024-05-08
V3690,C0303,P0630,10,2024-07-15
V3691,C0615,P1498,4,2024-07-05
V3692,C0911,P1617,9,2024-08-28
V3693,C0563,P1113,10,2024-05-18
V3694,C0845,P0080,4,2025-04-12
V3695,C0733,P0813,8,2024-05-18
V3696,C0017,P0677,8,2025-04-02
V3697,C0566,P0288,4,2024-12-29
V3698,C0582,P0998,2,2024-11-20
V3699,C0334,P0740,1,2025-01-18
V3700,C0481,P0485,5,2024-09-20
V3701,C0299,P1197,1,2024-12-16
V3702,C0274,P1934,7,2024-01-18
V3703,C0131,P1954,1,2024-11-25
V3704,C0295,P1181,3,2024-11-13
V3705,C0866,P1683,5,2024-06-11
V3706,C0257,P0288,8,2024-07-24
V3707,C0376,P0657,9,2024-04-28
V3708,C0827,P0770,10,2024-02-13
V3709,C0288,P1315,9,2025-05-18
V3710,C0880,P1132,7,2024-10-07
V3711,C0462,P1196,5,2024-08-28
V3712,C0787,P0512,1,2024-02-15
V3713,C0207,P0937,1,2024-09-09
V3714,C0315,P0490,1,2025-04-14
V3715,C0776,P0369,1,2025-02-26
V3716,C0733,P0690,2,2024-07-23
V3717,C0464,P0076,4,2024-08-30
V3718,C0462,P0178,3,2024-05-02
V3719,C0609,P1846,1,2024-07-12
V3720,C0347,P1925,3,2024-11-12
V3721,C0769,P1055,9,2025-01-25
V3722,C0041,P1711,8,2024-01-17
V3723,C0949,P0593,2,2024-08-15
V3724,C0729,P1685,8,2025-05-11
V3725,C0413,P1590,3,2024-02-19
V3726,C0685,P0191,10,2024-06-01
V3727,C0724,P1789,10,2024-04-01
V3728,C0615,P1076,3,2025-05-22
V3729,C0396,P1643,8,2024-03-21
V3730,C0514,P1155,3,2024-06-19
V3731,C0195,P0838,10,2024-02-07
V3732,C0062,P1022,3,2024-12-18
V3733,C0242,P0039,8,2024-05-28
V3734,C0157,P0914,3,2024-06-23
V3735,C0569,P1895,4,2025-01-02
V3736,C0249,P0893,3,2025-04-16
V3737,C0771,P1097,8,2024-08-14
V3738,C0824,P1310,10,2024-03-31
V3739,C0169,P1676,9,2024-03-27
V3740,C0714,P1815,7,2025-03-11
V3741,C0353,P1770,1,2024-06-03
V3742,C0794,P0689,1,2024-10-24
V3743,C0050,P0805,5,2025-01-02
V3744,C0166,P1786,3,2024-10-05
V3745,C0973,P0932,2,2024-01-19
V3746,C0090,P0390,2,2024-10-21
V3747,C0329,P0585,1,2024-12-11
V3748,C0438,P1951,9,2024-12-08
V3749,C0931,P0727,1,2024-05-24
V3750,C0819,P0453,6,2024-03-30
V3751,C0783,P0439,2,2025-01-19
V3752,C0969,P1329,2,2025-01-22
V3753,C0500,P0904,5,2024-09-12
V3754,C0596,P1363,3,2025-02-15
V3755,C0719,P0884,3,2025-02-26
V3756,C0823,P0736,8,2024-06-13
V3757,C0100,P0846,3,2024-12-15
V3758,C0948,P0639,4,2024-12-20
V3759,C0119,P1447,8,2024-07-03
V3760,C0256,P1109,8,2024-11-15
V3761,C0783,P1784,9,2024-11-27
V3762,C0457,P1820,9,2024-09-25
V3763,C0073,P0650,7,2024-07-23
V3764,C0035,P0812,1,2024-02-03
V3765,C0953,P0372,2,2024-02-23
V3766,C0504,P0300,6,2024-11-18
V3767,C0715,P0701,4,2024-05-31
V3768,C0269,P0491,10,2024-06-21
V3769,C0218,P0776,3,2025-03-08
V3770,C0277,P1741,7,2024-12-15
V3771,C0622,P0486,5,2024-08-22
V3772,C0001,P0977,3,2024-05-04
V3773,C0564,P1949,4,2024-05-10
V3774,C0259,P1233,4,2024-01-26
V3775,C0463,P1311,3,2024-05-15
V3776,C0794,P0187,1,2024-12-01
V3777,C0310,P1600,10,2024-11-04
V3778,C0378,P0931,8,2025-03-25
V3779,C0223,P0077,6,2024-12-25
V3780,C0672,P1636,2,2024-10-17
V3781,C0057,P0215,6,2024-09-27
V3782,C0106,P0698,8,2024-05-15
V3783,C0732,P0786,10,2024-02-20
V3784,C0558,P1033,7,2024-07-10
V3785,C0842,P0939,5,2024-12-17
V3786,C0824,P1589,6,2025-04-23
V3787,C0271,P1050,7,2024-07-22
V3788,C0182,P0312,6,2025-04-30
V3789,C0701,P1822,9,2024-03-20
V3790,C0478,P1985,7,2025-01-29
V3791,C0570,P0725,7,2024-06-24
V3792,C0699,P0397,2,2025-05-03
V3793,C0907,P1248,3,2024-04-17
V3794,C0419,P0355,7,2025-02-17
V3795,C0967,P1813,10,2024-05-14
V3796,C0393,P1716,2,2024-03-28
V3797,C0567,P0830,9,2024-08-24
V3798,C0627,P0084,2,2024-10-16
V3799,C0850,P1827,7,2024-02-11
V3800,C0527,P0209,7,2024-03-06
V3801,C0569,P1933,5,2025-03-18
V3802,C0703,P1723,2,2024-03-18
V3803,C0317,P1249,5,2024-06-26
V3804,C0224,P0129,9,2024-10-27
V3805,C0028,P0808,2,2024-04-16
V3806,C0910,P1639,2,2024-01-09
V3807,C0419,P0248,8,2024-05-09
V3808,C0572,P1164,8,2024-04-10
V3809,C0928,P0650,10,2025-02-01
V3810,C0579,P0324,5,2025-03-06
V3811,C0773,P1997,4,2024-05-26
V3812,C0012,P1177,1,2024-09-11
V3813,C0836,P1926,8,2024-10-14
V3814,C0169,P1070,5,2025-04-11
V3815,C0586,P1175,7,2025-01-25
V3816,C0931,P0577,4,2025-05-27
V3817,C0214,P0082,4,2024-06-19
V3818,C0990,P1500,4,2024-01-04
V3819,C0826,P1655,3,2024-11-20
V3820,C0522,P0275,6,2024-04-17
V3821,C0186,P1981,4,2024-04-26
V3822,C0146,P0994,9,2024-08-15
V3823,C0037,P0910,1,2024-09-25
V3824,C0347,P0741,4,2024-06-10
V3825,C0956,P1951,2,2024-11-22
V3826,C1000,P0695,8,2024-01-07
V3827,C0341,P1040,4,2024-04-05
V3828,C0105,P0720,3,2024-10-11
V3829,C0059,P0803,8,2024-11-13
V3830,C0912,P0085,5,2025-03-24
V3831,C0670,P1693,6,2024-05-06
V3832,C0938,P0783,4,2025-04-01
V3833,C0883,P0177,10,2024-10-15
V3834,C0035,P0988,3,2024-08-09
V3835,C0188,P0483,2,2024-03-16
V3836,C0527,P0618,4,2024-06-24
V3837,C0460,P1674,3,2024-03-22
V3838,C0391,P0287,1,2025-04-19
V3839,C0062,P0055,3,2024-11-22
V3840,C0894,P1828,5,2025-05-21
V3841,C0954,P1458,8,2024-11-28
V3842,C0982,P1923,2,2025-01-17
V3843,C0197,P0004,9,2025-05-02
V3844,C0034,P0524,10,2024-01-15
V3845,C0280,P1951,1,2024-03-23
V3846,C0051,P1237,1,2024-04-17
V3847,C0141,P1785,9,2024-07-05
V3848,C0948,P0063,5,2024-11-16
V3849,C0605,P0305,4,2025-02-05
V3850,C0600,P1162,6,2024-02-18
V3851,C0672,P1956,7,2025-01-04
V3852,C0998,P1483,4,2024-01-30
V3853,C0352,P0313,2,2024-12-14
V3854,C0803,P1490,4,2024-10-01
V3855,C0673,P1413,6,2024-03-07
V3856,C0059,P1409,8,2025-03-11
V3857,C0544,P1133,2,2024-03-25
V3858,C0174,P1828,5,2024-03-31
V3859,C0058,P1532,1,2024-12-13
V3860,C0381,P0455,3,2025-02-12
V3861,C0238,P0599,9,2024-07-27
V3862,C0270,P0085,6,2024-04-17
V3863,C0542,P1840,1,2024-06-29
V3864,C0320,P0212,4,2024-02-07
V3865,C0672,P0917,8,2024-11-03
V3866,C0100,P1135,10,2024-01-30
V3867,C0374,P1171,9,2024-03-05
V3868,C0438,P1105,9,2024-10-23
V3869,C0447,P1619,6,2024-08-20
V3870,C0665,P0334,1,2024-10-29
V3871,C0564,P0725,4,2024-07-22
V3872,C0904,P1195,1,2024-04-04
V3873,C0203,P1048,8,2024-06-22
V3874,C0769,P0961,1,2024-10-20
V3875,C0415,P1623,1,2024-11-14
V3876,C0430,P0033,1,2024-12-11
V3877,C0625,P1519,3,2025-04-09
V3878,C0223,P0247,6,2024-12-21
V3879,C0938,P0707,3,2024-10-09
V3880,C0856,P0333,6,2024-06-04
V3881,C0462,P1410,7,2025-04-02
V3882,C0183,P1769,2,2025-01-13
V3883,C0564,P0335,4,2025-01-20
V3884,C0878,P0674,9,2024-02-20
V3885,C0386,P0485,2,2024-02-19
V3886,C0530,P0044,4,2024-05-21
V3887,C0249,P0652,3,2025-03-17
V3888,C0982,P0982,2,2025-02-17
V3889,C0830,P1861,10,2025-02-24
V3890,C0028,P1532,9,2024-11-02
V3891,C0462,P1418,4,2024-02-27
V3892,C0873,P0536,5,2024-08-28
V3893,C0056,P0735,6,2024-05-07
V3894,C0792,P1575,1,2025-01-14
V3895,C0369,P1157,8,2024-12-27
V3896,C0538,P0927,10,2024-05-25
V3897,C0692,P1643,3,2024-09-29
V3898,C0790,P1600,7,2024-09-09
V3899,C0914,P0920,10,2024-06-13
V3900,C0021,P0216,7,2024-12-16
V3901,C0049,P0621,2,2025-01-23
V3902,C0708,P1318,10,2024-03-01
V3903,C0572,P0321,9,2025-04-10
V3904,C0699,P0331,8,2024-07-14
V3905,C0002,P1850,1,2024-01-06
V3906,C0575,P0844,1,2024-03-12
V3907,C0653,P1057,9,2024-03-10
V3908,C0657,P1861,6,2025-01-28
V3909,C0510,P0365,10,2024-02-16
V3910,C0253,P1762,1,2025-04-06
V3911,C0576,P1840,5,2024-06-24
V3912,C0413,P0732,6,2025-02-05
V3913,C0959,P1362,4,2024-12-11
V3914,C0488,P1087,9,2025-02-03
V3915,C0911,P1494,1,2025-04-06
V3916,C0102,P0512,7,2025-03-11
V3917,C0522,P1573,6,2024-05-21
V3918,C0320,P1914,9,2024-08-03
V3919,C0509,P1935,5,2024-06-10
V3920,C0231,P1499,10,2024-11-02
V3921,C0957,P0531,9,2024-10-26
V3922,C0050,P0007,10,2025-05-24
V3923,C0484,P0675,9,2024-01-10
V3924,C0338,P0840,9,2025-02-04
V3925,C0659,P0019,10,2025-03-13
V3926,C0509,P1471,3,2025-03-19
V3927,C0267,P1941,7,2025-04-25
V3928,C0304,P1255,8,2025-04-05
V3929,C0027,P0203,3,2024-01-13
V3930,C0469,P0148,3,2024-02-11
V3931,C0837,P1360,1,2024-06-06
V3932,C0226,P0158,7,2025-05-24
V3933,C0010,P1097,7,2025-01-31
V3934,C0376,P1678,9,2024-02-26
V3935,C0977,P1262,5,2024-02-05
V3936,C0105,P1927,1,2024-01-06
V3937,C0629,P1166,3,2024-06-12
V3938,C0540,P1918,1,2024-01-31
V3939,C0120,P0661,7,2025-05-16
V3940,C0596,P1344,7,2025-04-29
V3941,C0433,P0796,4,2024-08-15
V3942,C0012,P0492,1,2024-11-23
V3943,C0877,P1135,9,2024-01-13
V3944,C0793,P1676,5,2025-04-13
V3945,C0562,P0712,2,2024-01-25
V3946,C0206,P1123,2,2024-02-06
V3947,C0556,P1156,7,2024-05-12
V3948,C0768,P1743,2,2024-08-07
V3949,C0994,P0220,5,2024-06-28
V3950,C0754,P1634,5,2025-03-13
V3951,C0083,P1973,9,2025-05-31
V3952,C0103,P1125,3,2024-04-04
V3953,C0471,P0265,4,2025-04-27
V3954,C0246,P1539,7,2025-04-25
V3955,C0120,P0537,3,2024-01-12
V3956,C0884,P0861,8,2025-02-26
V3957,C0229,P1014,7,2025-05-20
V3958,C0638,P0189,4,2024-03-03
V3959,C0271,P1330,4,2025-02-06
V3960,C0840,P0178,8,2024-12-15
V3961,C0657,P0575,4,2024-09-03
V3962,C0085,P0888,4,2025-04-26
V3963,C0192,P1981,8,2024-08-22
V3964,C0622,P0753,5,2024-07-17
V3965,C0525,P1627,10,2025-02-23
V3966,C0689,P1706,7,2024-05-18
V3967,C0519,P1482,7,2024-02-06
V3968,C0487,P0662,3,2024-10-23
V3969,C0128,P0084,10,2024-07-07
V3970,C0296,P0363,5,2025-02-04
V3971,C0219,P0756,8,2024-11-20
V3972,C0321,P1604,5,2025-04-08
V3973,C0621,P1863,4,2025-03-30
V3974,C0972,P1724,1,2025-03-29
V3975,C0759,P0314,9,2024-06-22
V3976,C0234,P0806,10,2024-08-13
V3977,C0278,P0632,7,2025-05-08
V3978,C0407,P0307,1,2024-08-07
V3979,C0971,P0767,10,2024-06-14
V3980,C0174,P0647,10,2024-11-24
V3981,C0237,P1121,1,2025-02-18
V3982,C0844,P1279,10,2024-01-12
V3983,C0980,P0767,9,2024-01-03
V3984,C0876,P0247,2,2024-07-17
V3985,C0108,P0759,6,2024-03-29
V3986,C0580,P1963,4,2024-05-13
V3987,C0370,P0339,1,2024-09-20
V3988,C0345,P0754,3,2024-09-11
V3989,C0529,P1487,5,2024-03-08
